job_id,company_name,job_title,job_description,posting_date,location,job_url,employment_type,job_category,seniority_level,tech_stack_tags,countries,remote_policy,salary_min,salary_max,salary_currency,salary_period,first_seen,last_seen,weeks_observed,observed_dates,job_status,scraped_date,company_industry,source
nvidia_010047eecc253091,NVIDIA,"Product Manager, Internal Project Management Platforms",,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Product-Manager--Internal-Project-Management-Platforms_JR2015002,,product,,[],[],,,,,,2026-05-13,2026-05-13,1,"[""2026-05-13""]",closed,2026-05-13,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_01835e8949f7d8a2,NVIDIA,"Senior Technical Program Manager, Data Platform",,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Technical-Program-Manager--Data-Platform_JR2017180,,engineering,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_0266da880c6597ae,NVIDIA,Senior System Software Engineer – Embedded AI Inference,,2026-05-13,"Germany, Munich",https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Germany-Munich/Senior-System-Software-Engineer---Embedded-AI-Inference_JR2015026,,engineering,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_03a088a13e0dc280,NVIDIA,Senior Linux Kernel Systems Software Engineer – CSP Engagements,,2026-05-13,4 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Linux-Kernel-Systems-Software-Engineer---CSP-Engagements_JR2015287,,,,[],[],,,,,,2026-05-13,2026-09-02,12,"[""2026-05-13"", ""2026-05-20"", ""2026-06-10"", ""2026-06-24"", ""2026-07-01"", ""2026-07-08"", ""2026-07-29"", ""2026-08-05"", ""2026-08-12"", ""2026-08-20"", ""2026-08-27"", ""2026-09-02""]",active,2026-09-02,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_0407f12942d85cef,NVIDIA,"Solutions Architect, Supercomputing",,2026-05-13,3 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-TX-Remote/Solutions-Architect--Supercomputing_JR2015686,,engineering,,[],[],,,,,,2026-05-13,2026-07-29,2,"[""2026-05-13"", ""2026-07-29""]",closed,2026-07-29,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_047eea77b44633cc,NVIDIA,"Senior Solutions Architect, Generative AI Data Processing",,2026-05-13,4 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Solutions-Architect--Generative-AI-Data-Processing_JR2006008,,ml-ai,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_055264979d4801bd,NVIDIA,"Senior Software Engineer - Python, Spectrum-X",,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Israel-Raanana/Senior-Software-Engineer---Python-and-Spectrum-X_JR2013961,,engineering,senior,[],[],,,,,,2026-05-13,2026-07-08,6,"[""2026-05-13"", ""2026-05-20"", ""2026-06-10"", ""2026-06-24"", ""2026-07-01"", ""2026-07-08""]",closed,2026-07-08,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_055dd10202d9f804,NVIDIA,"Senior Software Engineer, AI Resiliency",,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-WA-Redmond/Senior-Software-Engineer--AI-Resiliency_JR2018027,,engineering,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_05623cb11f51b3f6,NVIDIA,Senior Software Verification Engineer,,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Poland-Warsaw/Senior-Software-Verification-Engineer_JR1998674,,engineering,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_062ce56754e8fad1,NVIDIA,"Senior Solutions Architect, GPU Performance and LLM - Cloud Service Providers",,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Solutions-Architect--GPU---Cloud-Service-Providers_JR2016042,,engineering,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_06a803aa721332a4,NVIDIA,Senior Solutions Architect - AI Factory Deployment,,2026-05-13,4 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Remote/Senior-Solutions-Architect---AI-Factory-Deployment_JR2016771,,engineering,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_0a310740934d86f1,NVIDIA,"Business Development Manager, Global Public Sector",,2026-05-13,3 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-FL-Remote/Business-Development-Manager--Global-Public-Sector_JR2016267,,sales,,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_0a93d409bb0446d3,NVIDIA,Optical Networking Research Post-Doc,,2026-05-13,"Greece, Athens",https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Greece-Athens/Optical-Networking-Research-Post-Doc_JR2017477,,research,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_0ae26bee05f87f5f,NVIDIA,Distinguished Engineer - Rack Scale Architecture,,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Distinguished-Engineer---Rack-Scale-Architecture_JR2012293,,,,[],[],,,,,,2026-05-13,2026-09-02,12,"[""2026-05-13"", ""2026-05-20"", ""2026-06-10"", ""2026-06-24"", ""2026-07-01"", ""2026-07-08"", ""2026-07-29"", ""2026-08-05"", ""2026-08-12"", ""2026-08-20"", ""2026-08-27"", ""2026-09-02""]",active,2026-09-02,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_0bd035f5d023b8d6,NVIDIA,Senior AI Researcher - World Foundation Models,,2026-05-13,3 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Remote/Senior-AI-Engineer--World-Foundation-Models---2_JR2017491,,research,senior,[],[],,,,,,2026-05-13,2026-07-08,6,"[""2026-05-13"", ""2026-05-20"", ""2026-06-10"", ""2026-06-24"", ""2026-07-01"", ""2026-07-08""]",closed,2026-07-08,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_0bf4d66cfaa2a2f3,NVIDIA,Senior Circuit Design Engineer - Power Delivery,,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Circuit-Design-Engineer---Power-Delivery_JR2016942,,engineering,senior,[],[],,,,,,2026-05-13,2026-05-13,1,"[""2026-05-13""]",closed,2026-05-13,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_0ca0b8b336ed3fea,NVIDIA,"Senior Manager, Datacenter Software - Firmware Release",,2026-05-13,3 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Manager--Datacenter-Software---Firmware-Release_JR2017131,,engineering,senior,[],[],,,,,,2026-05-13,2026-08-05,8,"[""2026-05-13"", ""2026-05-20"", ""2026-06-10"", ""2026-06-24"", ""2026-07-01"", ""2026-07-08"", ""2026-07-29"", ""2026-08-05""]",closed,2026-08-05,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_0ce5bf0c39c77b29,NVIDIA,"Senior Software Engineer, AI Storage",,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Software-Engineer--AI-Storage_JR2014785,,,,[],[],,,,,,2026-05-13,2026-08-20,9,"[""2026-05-13"", ""2026-05-20"", ""2026-06-24"", ""2026-07-01"", ""2026-07-08"", ""2026-07-29"", ""2026-08-05"", ""2026-08-12"", ""2026-08-20""]",closed,2026-08-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_0d289186e5d2a5b4,NVIDIA,Senior C++ Software Engineer - Chip Design Tools,,2026-05-13,4 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-C---Software-Engineer---Chip-Design-Tools_JR2009389,,engineering,senior,[],[],,,,,,2026-05-13,2026-07-29,4,"[""2026-05-13"", ""2026-05-20"", ""2026-07-08"", ""2026-07-29""]",closed,2026-07-29,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_0d317ff5af13a01b,NVIDIA,"Director, Retail and CPG Platform Architecture",,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Director--Product-Platform-Retail-and-CPG-Industries_JR2015305,,engineering,exec,[],[],,,,,,2026-05-13,2026-06-10,3,"[""2026-05-13"", ""2026-05-20"", ""2026-06-10""]",closed,2026-06-10,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_0d50cb59b2e8ca81,NVIDIA,"Senior Applied AI Researcher, Digital Biology",,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Israel-Tel-Aviv/Senior-Applied-AI-Researcher--Digital-Biology_JR2016711-1,,research,senior,[],[],,,,,,2026-05-13,2026-05-13,1,"[""2026-05-13""]",closed,2026-05-13,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_0e6924255acbf980,NVIDIA,Senior Developer Relations Manager,,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/China-Beijing/Senior-Developer-Relations-Manager_JR2017517,,engineering,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_0ea89ba0549f1099,NVIDIA,Senior Account Manager – Capital Markets,,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Netherlands-Amsterdam/Senior-Account-Manager---Capital-Markets_JR2017666,,sales,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_0ef6038f5d695649,NVIDIA,Senior HPC Performance Engineer,,2026-05-13,4 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Germany-Remote/Senior-HPC-Performance-Engineer_JR2001201,,,,[],[],,,,,,2026-05-13,2026-08-27,4,"[""2026-05-13"", ""2026-05-20"", ""2026-08-20"", ""2026-08-27""]",closed,2026-08-27,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_11226d9b584c9a95,NVIDIA,"Software Engineer, Neural Graphics Developer Tools",,2026-05-13,5 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Software-Engineer--Neural-Graphics-Developer-Tools_JR2015681,,,,[],[],,,,,,2026-05-13,2026-09-02,6,"[""2026-05-13"", ""2026-05-20"", ""2026-07-29"", ""2026-08-20"", ""2026-08-27"", ""2026-09-02""]",active,2026-09-02,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_122f09d5ae8d97db,NVIDIA,"Developer Experience Manager, Agents",,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Developer-Experience-Manager--Agents_JR2017304,,engineering,mid,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_132e8f42a3cd1b15,NVIDIA,"Senior Physical Design Methodology Engineer, Innovus Flows",,2026-05-13,4 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Physical-Design-Methodology-Engineer--Innovus-Flows_JR2011617-1,,,,[],[],,,,,,2026-05-13,2026-08-27,10,"[""2026-05-13"", ""2026-05-20"", ""2026-06-10"", ""2026-06-24"", ""2026-07-01"", ""2026-07-29"", ""2026-08-05"", ""2026-08-12"", ""2026-08-20"", ""2026-08-27""]",closed,2026-08-27,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_13547b774f553709,NVIDIA,"Solutions Architect, Networking",,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Canada-Remote/Solutions-Architect--Networking_JR2017665,,,,[],[],,,,,,2026-05-13,2026-08-27,5,"[""2026-05-13"", ""2026-05-20"", ""2026-08-12"", ""2026-08-20"", ""2026-08-27""]",closed,2026-08-27,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_13eef39b9fdbbca0,NVIDIA,Senior Board Design Hardware Engineer,,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Israel-Raanana/Senior-Board-Design-Hardware-Engineer_JR2018055,,engineering,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_1420fd1e27beee91,NVIDIA,Senior Software Systems Engineer - Autonomous Vehicles,,2026-05-13,3 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Software-Systems-Engineer---Autonomous-Vehicles_JR2017203,,engineering,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_151c3a53f716d39d,NVIDIA,Senior Product Manager – AIOps,,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Product-Manager---AIOps_JR2017455,,product,senior,[],[],,,,,,2026-05-13,2026-06-10,3,"[""2026-05-13"", ""2026-05-20"", ""2026-06-10""]",closed,2026-06-10,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_15e9ec028050c38c,NVIDIA,Senior Developer Relations Manager - Telecommunications,,2026-05-13,6 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/UK-Remote/Senior-Developer-Relations-Manager---Telecommunications_JR2016620,,engineering,senior,[],[],,,,,,2026-05-13,2026-05-13,1,"[""2026-05-13""]",closed,2026-05-13,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_16390da9ffd0ca05,NVIDIA,"Developer Relations Manager, HER BioSciences",,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Developer-Relations-Manager--HER-BioSciences_JR2017730,,other,,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_176af8e54b751f55,NVIDIA,STA Engineer,,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Israel-Yokneam/STA-Engineer_JR2016441,,,,[],[],,,,,,2026-05-13,2026-09-02,6,"[""2026-05-13"", ""2026-07-29"", ""2026-08-12"", ""2026-08-20"", ""2026-08-27"", ""2026-09-02""]",active,2026-09-02,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_17913e6400ca66c0,NVIDIA,"Solutions Architect, AI Infrastructure",,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Canada-Remote/Solutions-Architect--AI-Infrastructure_JR2016863,,engineering,,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_186a86ad3b55db9a,NVIDIA,"Senior Software Engineer, JAX",,2026-05-13,5 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Switzerland-Remote/Senior-Software-Engineer--JAX_JR2016341,,engineering,senior,[],[],,,,,,2026-05-13,2026-05-13,1,"[""2026-05-13""]",closed,2026-05-13,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_1af2403ffa256e62,NVIDIA,Senior Tax Specialist,,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Tax-Specialist_JR2016597,,finance,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_1b2d223a39c2bbd1,NVIDIA,"Senior AI Compiler Engineer, Algorithms and Code-Generation",,2026-05-13,5 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-AI-Compiler-Engineer--Algorithms-and-Code-Generation_JR2017201,,engineering,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_1bad0f8453342054,NVIDIA,"Senior Solutions Architect, AI Infrastructure",,2026-05-13,4 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-TX-Austin/Senior-Solutions-Architect--AI-Infrastructure_JR2017884,,engineering,senior,[],[],,,,,,2026-05-13,2026-06-24,4,"[""2026-05-13"", ""2026-05-20"", ""2026-06-10"", ""2026-06-24""]",closed,2026-06-24,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_1c2370ad5754c727,NVIDIA,Senior Deep Learning Performance Architect,,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Deep-Learning-Performance-Architect_JR2017476,,ml-ai,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_1cc5217fa944e91f,NVIDIA,Senior Circuit Design Engineer - Noise,,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Circuit-Design-Engineer_JR2001675,,,,[],[],,,,,,2026-05-13,2026-09-02,8,"[""2026-05-13"", ""2026-05-20"", ""2026-07-29"", ""2026-08-05"", ""2026-08-12"", ""2026-08-20"", ""2026-08-27"", ""2026-09-02""]",active,2026-09-02,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_1d5a9be03bc38276,NVIDIA,Senior AI Solutions Architect,,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-AI-Solutions-Architect_JR2016565,,,,[],[],,,,,,2026-05-13,2026-08-05,4,"[""2026-05-13"", ""2026-05-20"", ""2026-06-10"", ""2026-08-05""]",closed,2026-08-05,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_1eac6c0dac092f25,NVIDIA,Senior Package Engineer,,2026-05-13,3 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Taiwan-Hsinchu/Senior-Package-Engineer_JR2016717-1,,engineering,senior,[],[],,,,,,2026-05-13,2026-05-13,1,"[""2026-05-13""]",closed,2026-05-13,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_20f64bcb350a95da,NVIDIA,"Solutions Architect, Data Processing - New College Grad 2026",,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Solutions-Architect--Data-Processing---New-College-Grad-2026_JR2017017,,engineering,junior,[],[],,,,,,2026-05-13,2026-05-13,1,"[""2026-05-13""]",closed,2026-05-13,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_20f9a051f6845c91,NVIDIA,"ASIC Physical Design Engineer, Netlisting - New College Grad 2026",,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/ASIC-Physical-Design-Engineer--Netlisting---New-College-Grad-2026_JR2017681,,,,[],[],,,,,,2026-05-13,2026-09-02,5,"[""2026-05-13"", ""2026-05-20"", ""2026-08-20"", ""2026-08-27"", ""2026-09-02""]",active,2026-09-02,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_210e4d901ba669cb,NVIDIA,Senior Technical Program Manager - Capacity,,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Technical-Program-Manager---Capacity_JR2016377,,ops,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_22a651df5cb9992a,NVIDIA,"Senior Software Engineer, Agentic AI – Nvidia Blueprints and NIM Integrations",,2026-05-13,4 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Software-Engineer--AI-Apps-and-Frameworks_JR2017857,,ml-ai,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_246fa2f79143661a,NVIDIA,Senior Systems Software Engineer,,2026-05-13,5 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Systems-Software-Engineer_JR2016619,,engineering,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_253d8568196b6100,NVIDIA,Senior Compiler Engineer Infrastructure,,2026-05-13,6 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Compiler-Engineer-Infrastructure_JR2017388,,engineering,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_257307f6ef7ed459,NVIDIA,"Manager, AI Networking Performance Research and Analysis",,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Israel-Yokneam/Manager--AI-Networking-Performance-Research-and-Analysis_JR2012439,,research,mid,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_25b961551ea60c03,NVIDIA,NVIDIA GPU Cloud Infrastructure - Data Center Technician,,2026-05-13,"Germany, Remote",https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Germany-Remote/NVIDIA-GPU-Cloud-Infrastructure---Platform-Engineer_JR2012550-1,,engineering,,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_26539539c9241115,NVIDIA,"Senior Life Cycle Engineer, PyTorch - Deep Learning",,2026-05-13,6 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Life-Cycle-Engineer--PyTorch---Deep-Learning_JR2016185,,,,[],[],,,,,,2026-05-13,2026-08-27,3,"[""2026-05-13"", ""2026-08-20"", ""2026-08-27""]",closed,2026-08-27,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
